	GEN16	district	party	femaleis1	19
2964	1.0	HIL	REP	0	5
2965	1.0	POL	REP	0	5
2966	1.0	HIL	INT	0	5
2967	0.0	ORA	REP	0	7
2968	0.0	ORA	DEM	1	9
2969	1.0	SAR	REP	1	5
2970	1.0	ORA	DEM	0	4
2971	0.0	ORA	DEM	1	4
2972	1.0	PAS	DEM	0	5
2973	1.0	DAD	DEM	1	5
2974	1.0	DAD	DEM	1	5
2975	1.0	HIL	NPA	0	4
2976	0.0	PAL	DEM	0	2
2977	1.0	PAS	REP	0	5
2978	1.0	HIL	DEM	1	5
2979	1.0	SUM	REP	0	5
2980	1.0	ALA	REP	1	5
2981	1.0	DAD	REP	1	4
2982	1.0	ESC	REP	1	5
2983	1.0	LEE	REP	1	5
2984	1.0	LEO	DEM	1	5
2985	0.0	SAR	REP	0	4
2986	1.0	BRE	INT	1	5
2987	0.0	SAR	DEM	0	5
2988	1.0	LEE	REP	1	5
2989	1.0	SAR	DEM	0	5
2990	1.0	CLL	REP	1	5
2991	1.0	SAN	REP	1	5
2992	1.0	CLA	NPA	0	3
2993	1.0	LEE	NPA	1	5
2994	0.0	ORA	DEM	1	3
2995	0.0	PAL	NPA	1	5
2996	1.0	DAD	REP	0	5
2997	0.0	DAD	NPA	0	9
2998	1.0	BRE	DEM	0	5
2999	0.0	HIL	REP	0	5
3000	1.0	STJ	REP	0	5
3001	1.0	JEF	REP	1	5
3002	0.0	SAN	REP	1	5
3003	1.0	DAD	DEM	0	4
3004	0.0	DUV	REP	0	5
3005	1.0	HIL	REP	1	5
3006	1.0	PIN	DEM	1	5
3007	1.0	VOL	DEM	1	3
3008	1.0	BRO	NPA	0	4
3009	1.0	VOL	DEM	1	5
3010	1.0	CHA	REP	1	5
3011	1.0	STJ	REP	1	5
3012	0.0	MRN	NPA	0	3
3013	1.0	CLA	DEM	1	5
3014	0.0	ORA	NPA	0	2
3015	0.0	OSC	DEM	0	4
3016	1.0	CHA	REP	1	5
3017	1.0	HIL	INT	1	5
3018	1.0	CLL	REP	1	5
3019	0.0	FLA	REP	1	5
3020	1.0	DUV	REP	0	5
3021	1.0	BRO	REP	1	5
3022	1.0	ORA	DEM	1	3
3023	0.0	PAS	DEM	1	5
3024	1.0	ESC	NPA	1	5
3025	1.0	STL	REP	1	5
3026	1.0	BRE	REP	0	5
3027	1.0	ALA	REP	1	5
3028	0.0	ORA	DEM	0	4
3029	1.0	PAS	REP	1	5
3030	1.0	NAS	NPA	0	5
3031	1.0	PIN	NPA	1	5
3032	1.0	LAK	DEM	0	5
3033	0.0	PAS	REP	1	5
3034	1.0	DAD	DEM	1	5
3035	1.0	PIN	NPA	1	3
3036	1.0	SEM	NPA	1	5
3037	1.0	ORA	DEM	1	3
3038	1.0	OSC	DEM	0	4
3039	1.0	DAD	DEM	0	3
3040	1.0	DAD	REP	1	4
3041	1.0	DAD	NPA	0	9
3042	1.0	CIT	DEM	1	3
3043	0.0	MRN	REP	1	5
3044	0.0	PAL	DEM	1	5
3045	1.0	NAS	REP	1	5
3046	1.0	ORA	DEM	0	5
3047	1.0	DUV	DEM	0	2
3048	1.0	POL	DEM	1	3
3049	1.0	STL	DEM	1	5
3050	0.0	LEE	NPA	0	5
3051	1.0	ORA	DEM	0	5
3052	1.0	MAN	IDP	1	5
3053	1.0	SEM	INT	0	5
3054	0.0	BRO	REP	0	5
3055	1.0	HIL	NPA	0	5
3056	1.0	DAD	DEM	0	3
3057	1.0	CLL	REP	0	5
3058	0.0	HIL	DEM	1	4
3059	1.0	CIT	REP	0	5
3060	0.0	PUT	NPA	1	5
3061	1.0	DAD	DEM	1	5
3062	0.0	OSC	NPA	0	5
3063	1.0	DAD	DEM	1	5
3064	0.0	ALA	DEM	1	3
3065	0.0	VOL	DEM	0	5
3066	1.0	SAR	DEM	1	5
3067	0.0	HIL	NPA	0	5
3068	1.0	PAL	REP	0	5
3069	0.0	DES	DEM	0	5
3070	1.0	SEM	DEM	1	4
3071	1.0	WAL	LPF	0	5
3072	0.0	OKA	NPA	0	3
3073	0.0	SAR	NPA	1	5
3074	1.0	PIN	NPA	1	5
3075	1.0	PAS	REP	0	5
3076	1.0	PAS	DEM	1	5
3077	1.0	ORA	NPA	0	4
3078	1.0	LEE	REP	0	5
3079	1.0	LEE	NPA	1	5
3080	0.0	ESC	REP	1	5
3081	1.0	CLL	REP	0	5
3082	1.0	ORA	DEM	0	4
3083	1.0	DUV	DEM	1	3
3084	1.0	DAD	NPA	1	4
3085	1.0	SAR	DEM	1	3
3086	1.0	WAK	DEM	0	5
3087	1.0	VOL	REP	1	5
3088	1.0	ORA	DEM	0	3
3089	1.0	HIL	DEM	1	5
3090	1.0	DAD	REP	0	3
3091	1.0	DAD	NPA	1	4
3092	1.0	PIN	DEM	1	5
3093	1.0	SEM	DEM	1	5
3094	1.0	SUM	NPA	0	5
3095	1.0	BRO	REP	0	5
3096	1.0	MAN	REP	0	5
3097	1.0	BRO	NPA	0	5
3098	0.0	DUV	INT	0	5
3099	1.0	MAD	DEM	0	5
3100	0.0	SEM	NPA	1	3
3101	1.0	DUV	REP	1	5
3102	1.0	JAC	DEM	0	5
3103	0.0	DAD	NPA	1	4
3104	1.0	DAD	DEM	1	4
3105	1.0	ORA	REP	0	5
3106	1.0	BRO	DEM	1	3
3107	1.0	MRT	REP	0	5
3108	0.0	DAD	DEM	0	3
3109	1.0	BRO	NPA	1	5
3110	1.0	NAS	NPA	0	5
3111	1.0	MRN	REP	1	5
3112	1.0	BRO	DEM	1	5
3113	0.0	CIT	REP	0	5
3114	1.0	HIL	NPA	0	5
3115	1.0	ESC	REP	0	5
3116	1.0	ORA	DEM	0	4
3117	1.0	BRE	DEM	1	5
3118	1.0	ALA	REP	1	5
3119	1.0	MRN	REP	0	5
3120	1.0	PIN	DEM	1	5
3121	1.0	PIN	REP	1	3
3122	1.0	LEE	REP	1	1
3123	1.0	PAS	NPA	0	4
3124	1.0	HIL	REP	0	5
3125	1.0	CLA	REP	0	5
3126	1.0	PAS	DEM	0	4
3127	1.0	BRO	REP	1	4
3128	0.0	DAD	REP	0	4
3129	1.0	SEM	REP	1	5
3130	1.0	SAR	NPA	1	3
3131	1.0	BRO	REP	0	5
3132	1.0	OSC	DEM	0	4
3133	1.0	PIN	NPA	0	5
3134	1.0	HIL	DEM	1	3
3135	0.0	VOL	NPA	1	6
3136	0.0	MRT	NPA	1	3
3137	1.0	PIN	NPA	0	5
3138	0.0	HIL	NPA	1	6
3139	1.0	HAR	DEM	0	4
3140	1.0	LEE	REP	0	5
3141	1.0	VOL	REP	1	5
3142	1.0	CLL	DEM	1	5
3143	0.0	PAL	DEM	1	5
3144	1.0	MAN	NPA	1	5
3145	0.0	OSC	DEM	1	5
3146	0.0	WAS	REP	0	5
3147	1.0	BRO	NPA	1	5
3148	1.0	IND	REP	1	5
3149	0.0	MRT	DEM	1	5
3150	1.0	BRO	DEM	1	3
3151	0.0	ALA	NPA	0	4
3152	0.0	DAD	NPA	1	4
3153	1.0	MAN	REP	1	5
3154	1.0	PAL	DEM	0	9
3155	1.0	HIL	DEM	1	3
3156	0.0	DAD	NPA	1	4
3157	1.0	DAD	REP	0	4
3158	1.0	HIL	NPA	0	5
3159	1.0	BRO	REP	1	5
3160	1.0	DAD	REP	1	4
3161	1.0	MRN	REP	0	5
3162	1.0	HIL	REP	0	5
3163	1.0	CHA	REP	1	5
3164	1.0	PAL	REP	1	5
3165	1.0	LEE	REP	0	5
3166	1.0	DAD	DEM	0	5
3167	1.0	PIN	REP	0	5
3168	1.0	DUV	NPA	0	3
3169	1.0	PAL	NPA	0	9
3170	1.0	DAD	DEM	1	3
3171	1.0	PAS	REP	0	5
3172	1.0	LAK	REP	1	5
3173	1.0	BRO	REP	1	9
3174	1.0	CHA	REP	0	5
3175	1.0	LEE	DEM	1	5
3176	1.0	CLL	NPA	1	5
3177	1.0	POL	REP	0	2
3178	1.0	BRO	REP	1	4
3179	0.0	DUV	NPA	1	5
3180	1.0	MRN	DEM	1	3
3181	1.0	BRO	DEM	0	5
3182	1.0	CLL	REP	1	5
3183	0.0	DAD	REP	0	4
3184	1.0	BRO	REP	1	5
3185	1.0	ORA	DEM	1	5
3186	1.0	DAD	REP	1	4
3187	1.0	SUM	NPA	0	5
3188	1.0	ORA	REP	0	9
3189	1.0	BRO	NPA	1	5
3190	1.0	ORA	DEM	0	4
3191	0.0	DUV	NPA	0	5
3192	1.0	BRO	DEM	1	5
3193	1.0	NAS	REP	1	5
3194	1.0	CLL	DEM	1	5
3195	1.0	BRO	NPA	1	5
3196	0.0	DAD	DEM	1	3
3197	1.0	DAD	NPA	0	5
3198	0.0	MRN	DEM	1	5
3199	1.0	HIL	NPA	0	5
3200	1.0	MRN	DEM	0	5
3201	1.0	DAD	REP	1	5
3202	1.0	PAL	REP	0	5
3203	1.0	BRO	DEM	1	3
3204	1.0	TAY	DEM	1	5
3205	1.0	HIL	REP	1	7
3206	1.0	OKA	REP	0	5
3207	1.0	POL	REP	1	5
3208	1.0	HIL	DEM	1	5
3209	1.0	BRO	REP	1	5
3210	1.0	CIT	DEM	1	5
3211	0.0	DAD	REP	0	9
3212	1.0	MAN	NPA	0	5
3213	1.0	SEM	REP	1	5
3214	1.0	DAD	DEM	1	3
3215	1.0	MAN	DEM	0	5
3216	1.0	CLL	DEM	1	5
3217	1.0	POL	DEM	1	3
3218	1.0	BRO	REP	1	4
3219	1.0	HIL	REP	1	5
3220	1.0	ORA	NPA	0	3
3221	0.0	DAD	DEM	0	3
3222	1.0	PIN	REP	1	5
3223	1.0	DAD	DEM	0	4
3224	1.0	BRO	NPA	1	3
3225	1.0	LAK	REP	1	5
3226	1.0	ALA	DEM	0	6
3227	1.0	LEE	NPA	1	3
3228	1.0	HIG	NPA	1	5
3229	1.0	BRO	DEM	0	5
3230	1.0	LEE	REP	1	5
3231	1.0	FLA	DEM	1	3
3232	1.0	HIL	REP	1	5
3233	1.0	PAL	REP	1	5
3234	1.0	MAN	DEM	1	4
3235	1.0	PAL	NPA	0	3
3236	1.0	BRE	REP	0	5
3237	1.0	ORA	DEM	1	3
3238	1.0	STL	DEM	0	5
3239	1.0	CLL	REP	1	5
3240	1.0	SEM	REP	1	5
3241	1.0	BRO	REP	0	5
3242	1.0	DAD	REP	0	4
3243	1.0	SEM	REP	1	5
3244	1.0	SAR	REP	1	5
3245	1.0	LAK	REP	1	5
3246	1.0	LEO	DEM	0	5
3247	1.0	CHA	REP	1	2
3248	1.0	BRO	DEM	0	3
3249	1.0	VOL	DEM	1	5
3250	1.0	PAS	REP	1	5
3251	1.0	IND	REP	1	5
3252	1.0	PAL	REP	1	5
3253	1.0	DAD	NPA	1	4
3254	1.0	HIL	DEM	1	3
3255	1.0	ESC	REP	0	5
3256	1.0	BRE	REP	0	5
3257	1.0	PAS	INT	0	5
3258	1.0	BAY	NPA	1	6
3259	1.0	BRO	DEM	1	4
3260	1.0	CLL	REP	1	5
3261	1.0	PAL	REP	0	5
3262	0.0	HIL	DEM	0	5
3263	1.0	BAY	DEM	0	5
3264	1.0	CHA	DEM	1	5
3265	1.0	CLL	NPA	0	5
3266	1.0	CHA	NPA	1	5
3267	0.0	BRO	DEM	0	4
3268	1.0	STJ	NPA	0	5
3269	0.0	LEE	NPA	1	5
3270	1.0	BRO	NPA	0	3
3271	0.0	LEE	NPA	1	4
3272	1.0	VOL	DEM	0	5
3273	1.0	STL	NPA	0	5
3274	1.0	MAN	NPA	0	5
3275	1.0	BRO	DEM	0	3
3276	0.0	VOL	DEM	1	5
3277	1.0	BRO	REP	0	5
3278	1.0	PAL	DEM	1	3
3279	1.0	BRO	DEM	0	3
3280	1.0	ORA	REP	1	7
3281	1.0	CLA	REP	0	5
3282	1.0	SAR	NPA	0	5
3283	1.0	BRE	DEM	0	3
3284	1.0	SEM	REP	1	5
3285	1.0	BRO	DEM	1	4
3286	1.0	POL	REP	0	5
3287	1.0	BRE	REP	1	5
3288	1.0	POL	NPA	1	5
3289	1.0	BRO	REP	1	4
3290	1.0	CLL	REP	0	5
3291	1.0	DAD	REP	1	4
3292	1.0	BRO	REP	0	5
3293	1.0	SAR	REP	0	5
3294	1.0	DAD	DEM	0	5
3295	1.0	PIN	NPA	0	5
3296	1.0	LEE	NPA	0	5
3297	1.0	ORA	NPA	0	1
3298	1.0	DAD	NPA	1	4
3299	1.0	PIN	REP	0	5
3300	0.0	DAD	REP	1	5
3301	1.0	LEE	NPA	0	5
3302	0.0	DAD	DEM	1	4
3303	1.0	BRO	NPA	0	3
3304	1.0	DAD	DEM	1	5
3305	1.0	SAR	DEM	1	5
3306	1.0	STJ	DEM	1	3
3307	1.0	STL	DEM	1	4
3308	0.0	PAS	REP	0	4
3309	1.0	PAL	REP	1	5
3310	1.0	BRO	DEM	1	4
3311	1.0	DAD	NPA	0	4
3312	1.0	VOL	NPA	1	5
3313	1.0	LEO	DEM	1	5
3314	1.0	SAR	REP	1	5
3315	1.0	PAL	DEM	1	5
3316	1.0	DUV	REP	0	5
3317	1.0	DUV	NPA	0	3
3318	0.0	MAN	DEM	0	5
3319	0.0	PAL	IDP	0	3
3320	1.0	OSC	REP	1	5
3321	1.0	DAD	NPA	1	4
3322	1.0	PIN	REP	0	5
3323	1.0	PAL	DEM	1	5
3324	1.0	SAN	REP	0	5
3325	0.0	CLM	DEM	1	3
3326	0.0	SAR	NPA	1	5
3327	1.0	PAS	NPA	1	5
3328	1.0	PAL	NPA	0	5
3329	1.0	LEE	REP	0	5
3330	1.0	HIL	REP	1	5
3331	1.0	CLA	REP	0	4
3332	1.0	LEE	DEM	0	4
3333	0.0	SAN	REP	0	5
3334	1.0	SEM	REP	1	5
3335	1.0	CLA	REP	1	5
3336	1.0	LAK	NPA	1	5
3337	1.0	BRO	NPA	0	4
3338	1.0	BRO	INT	0	3
3339	1.0	SEM	REP	1	5
3340	1.0	ORA	DEM	0	5
3341	0.0	DUV	DEM	1	5
3342	1.0	CHA	REP	1	5
3343	1.0	DUV	REP	0	5
3344	1.0	DAD	NPA	0	4
3345	1.0	STL	DEM	0	5
3346	1.0	LAK	REP	1	5
3347	0.0	LEE	NPA	1	3
3348	1.0	LAK	DEM	0	5
3349	0.0	OSC	DEM	1	4
3350	0.0	HIL	NPA	0	4
3351	0.0	HIL	NPA	0	5
3352	1.0	PIN	NPA	0	5
3353	1.0	ESC	DEM	0	5
3354	1.0	PAL	NPA	1	5
3355	1.0	PAL	INT	0	5
3356	1.0	CLL	NPA	1	5
3357	1.0	LEV	REP	1	5
3358	1.0	PAL	DEM	1	4
3359	1.0	VOL	REP	1	5
3360	1.0	ALA	DEM	0	3
3361	1.0	DAD	DEM	1	3
3362	1.0	POL	REP	1	5
3363	1.0	BRO	DEM	1	3
3364	1.0	ORA	DEM	1	5
3365	1.0	SAR	DEM	1	4
3366	1.0	PIN	REP	0	5
3367	1.0	SUM	REP	0	5
3368	1.0	NAS	REP	0	5
3369	1.0	DAD	REP	1	4
3370	1.0	PAS	IDP	0	5
3371	1.0	SAN	REP	1	5
3372	1.0	ESC	REP	0	5
3373	1.0	PAL	DEM	1	3
3374	1.0	PAL	NPA	1	5
3375	1.0	HIL	REP	1	5
3376	1.0	OKA	REP	1	5
3377	1.0	LEE	DEM	0	5
3378	1.0	PAS	DEM	1	5
3379	1.0	PAL	NPA	1	5
3380	0.0	CAL	DEM	1	5
3381	1.0	ORA	NPA	0	2
3382	1.0	STJ	REP	0	5
3383	0.0	ORA	DEM	0	5
3384	1.0	BRO	DEM	0	3
3385	1.0	PAL	NPA	1	5
3386	1.0	DAD	REP	1	4
3387	1.0	BRO	REP	0	5
3388	1.0	BRO	DEM	1	3
3389	1.0	DAD	NPA	1	4
3390	0.0	HIL	NPA	0	9
3391	1.0	BRO	NPA	1	4
3392	0.0	PIN	NPA	1	5
3393	1.0	HIL	DEM	1	5
3394	1.0	PAL	DEM	1	3
3395	1.0	DUV	REP	0	5
3396	1.0	POL	NPA	1	5
3397	0.0	ORA	NPA	1	3
3398	0.0	DAD	DEM	1	5
3399	1.0	HIL	DEM	0	3
3400	1.0	HIL	REP	0	5
3401	0.0	ALA	DEM	0	9
3402	1.0	BRO	DEM	0	5
3403	1.0	LEO	DEM	1	3
3404	1.0	SEM	DEM	1	5
3405	1.0	DUV	NPA	0	3
3406	1.0	LEE	NPA	1	4
3407	0.0	PAL	NPA	0	5
3408	1.0	VOL	DEM	1	4
3409	0.0	DAD	DEM	0	4
3410	0.0	DUV	NPA	0	4
3411	1.0	ORA	DEM	0	5
3412	1.0	BRO	DEM	0	4
3413	1.0	MRT	REP	0	5
3414	1.0	HIG	DEM	1	5
3415	1.0	DAD	NPA	0	4
3416	1.0	BRO	DEM	1	3
3417	1.0	HIL	REP	1	5
3418	1.0	DAD	DEM	1	5
3419	1.0	PIN	NPA	0	5
3420	1.0	ORA	REP	1	5
3421	1.0	BRO	REP	1	5
3422	1.0	HIL	REP	0	5
3423	1.0	BRE	REP	1	5
3424	1.0	WAK	NPA	0	3
3425	1.0	BRO	DEM	1	5
3426	0.0	PIN	NPA	0	9
3427	1.0	BRO	REP	0	5
3428	1.0	PAL	NPA	1	5
3429	0.0	LEE	NPA	1	5
3430	1.0	ORA	DEM	0	3
3431	1.0	PIN	REP	1	4
3432	1.0	PAS	DEM	1	5
3433	0.0	CLM	REP	1	5
3434	1.0	LEE	REP	1	5
3435	1.0	MAN	DEM	1	5
3436	1.0	DAD	REP	1	4
3437	1.0	ESC	DEM	1	5
3438	1.0	PAL	REP	0	9
3439	1.0	HIL	DEM	0	4
3440	1.0	HIL	NPA	1	5
3441	1.0	HIL	NPA	0	5
3442	1.0	BRO	NPA	0	4
3443	1.0	HIL	DEM	1	3
3444	1.0	ESC	REP	1	5
3445	1.0	ESC	IDP	1	5
3446	1.0	POL	DEM	1	5
3447	1.0	SAN	REP	0	5
3448	1.0	HIL	DEM	1	4
3449	1.0	ORA	DEM	0	4
3450	1.0	HIG	REP	1	5
3451	1.0	BAY	DEM	0	5
3452	1.0	CHA	REP	0	5
3453	1.0	ORA	NPA	1	4
3454	0.0	BRE	DEM	0	5
3455	0.0	WAL	INT	0	5
3456	0.0	LEE	REP	1	5
3457	1.0	DAD	DEM	0	4
3458	1.0	SAR	REP	1	5
3459	0.0	LAK	REP	1	5
3460	1.0	POL	REP	1	5
3461	1.0	MRT	REP	1	5
3462	1.0	LAK	REP	1	5
3463	1.0	FLA	INT	0	5
3464	1.0	PIN	REP	0	5
3465	0.0	PAL	DEM	0	9
3466	0.0	SAR	NPA	0	2
3467	1.0	DAD	REP	0	5
3468	1.0	DUV	REP	0	5
3469	1.0	DAD	DEM	1	3
3470	1.0	HIL	REP	1	4
3471	1.0	SEM	DEM	0	4
3472	1.0	DAD	NPA	0	4
3473	0.0	IND	NPA	1	5
3474	1.0	ORA	REP	0	4
3475	1.0	ORA	DEM	0	7
3476	1.0	PAL	DEM	0	4
3477	1.0	WAL	REP	1	5
3478	1.0	LEE	DEM	0	5
3479	1.0	ORA	NPA	1	3
3480	1.0	STL	REP	1	5
3481	1.0	LEE	REP	1	5
3482	1.0	BRO	DEM	1	6
3483	1.0	DAD	NPA	1	4
3484	1.0	SUM	REP	1	5
3485	1.0	CLM	REP	1	5
3486	1.0	LEE	NPA	0	5
3487	1.0	PAL	REP	1	5
3488	1.0	ALA	NPA	0	5
3489	1.0	ESC	NPA	0	5
3490	0.0	BRE	NPA	0	5
3491	1.0	STJ	DEM	1	5
3492	1.0	DAD	NPA	1	4
3493	0.0	MRT	DEM	1	4
3494	1.0	OKA	REP	1	5
3495	1.0	PAS	DEM	0	4
3496	1.0	SEM	REP	0	9
3497	0.0	STL	NPA	1	9
3498	1.0	STL	DEM	1	4
3499	1.0	POL	DEM	1	4
3500	1.0	BRO	REP	1	5
3501	1.0	DAD	NPA	0	4
3502	0.0	OKA	REP	0	5
3503	1.0	CLA	NPA	0	4
3504	1.0	DAD	REP	0	4
3505	1.0	BRE	REP	1	5
3506	1.0	PAS	DEM	1	5
3507	1.0	BRE	REP	1	5
3508	1.0	DUV	REP	0	5
3509	1.0	ORA	REP	0	5
3510	1.0	BRO	DEM	1	4
3511	1.0	ORA	DEM	1	4
3512	0.0	LEE	INT	0	7
3513	1.0	DUV	REP	0	1
3514	1.0	HIG	DEM	0	5
3515	1.0	DAD	DEM	1	4
3516	1.0	MRN	DEM	1	5
3517	1.0	LAK	DEM	1	5
3518	1.0	PIN	NPA	1	5
3519	1.0	STL	REP	0	5
3520	1.0	PIN	REP	0	5
3521	1.0	PAL	DEM	1	5
3522	1.0	SAR	REP	0	5
3523	1.0	LAK	REP	0	5
3524	1.0	POL	NPA	1	5
3525	1.0	ORA	DEM	0	3
3526	1.0	SEM	DEM	0	5
3527	1.0	BRO	DEM	0	5
3528	1.0	DAD	DEM	1	3
3529	1.0	ORA	REP	0	2
3530	1.0	HIL	DEM	1	3
3531	1.0	BRO	IDP	0	4
3532	1.0	HIG	REP	1	5
3533	1.0	PIN	NPA	1	5
3534	1.0	OKA	REP	0	5
3535	1.0	BAK	REP	0	5
3536	1.0	BRO	NPA	1	4
3537	1.0	MAN	REP	1	5
3538	1.0	BRO	DEM	1	4
3539	1.0	MAN	NPA	1	5
3540	1.0	PAL	NPA	1	5
3541	1.0	PAL	INT	1	3
3542	0.0	PAL	NPA	0	5
3543	1.0	PIN	REP	1	6
3544	0.0	PIN	DEM	0	5
3545	1.0	CIT	REP	0	5
3546	1.0	STL	DEM	1	4
3547	1.0	DAD	REP	1	4
3548	1.0	HIL	REP	1	5
3549	1.0	SAN	NPA	0	3
3550	1.0	LEE	REP	1	5
3551	1.0	PAS	DEM	0	5
3552	1.0	VOL	REP	1	5
3553	1.0	SAR	REP	0	5
3554	1.0	OKA	DEM	1	5
3555	1.0	PAL	NPA	0	9
3556	1.0	BRO	NPA	0	4
3557	1.0	DUV	REP	1	5
3558	1.0	PIN	NPA	0	5
3559	1.0	SAR	DEM	0	5
3560	1.0	OSC	REP	1	5
3561	1.0	CIT	REP	1	5
3562	1.0	BRO	NPA	1	4
3563	1.0	HIL	INT	1	5
3564	1.0	VOL	DEM	1	3
3565	1.0	OSC	NPA	1	5
3566	1.0	LEO	DEM	0	5
3567	1.0	BRO	NPA	1	3
3568	1.0	DAD	DEM	1	4
3569	1.0	PIN	REP	1	5
3570	0.0	ESC	DEM	0	3
3571	1.0	ALA	NPA	1	4
3572	0.0	LEO	DEM	1	3
3573	1.0	DAD	NPA	0	4
3574	1.0	HIL	NPA	1	7
3575	1.0	FLA	DEM	1	5
3576	1.0	DAD	REP	1	4
3577	1.0	BRO	REP	0	2
3578	1.0	LAK	REP	1	5
3579	1.0	CLL	INT	1	5
3580	1.0	SEM	REP	0	5
3581	1.0	HIL	INT	1	5
3582	1.0	FRA	DEM	1	5
3583	1.0	PAL	REP	1	5
3584	1.0	CLA	REP	1	5
3585	1.0	MRT	DEM	0	5
3586	0.0	POL	NPA	0	5
3587	1.0	BRO	REP	0	3
3588	0.0	HIL	REP	0	5
3589	1.0	PIN	NPA	1	5
3590	1.0	SEM	REP	1	5
3591	1.0	DAD	DEM	0	4
3592	1.0	BRO	NPA	1	3
3593	1.0	GAD	DEM	1	3
3594	0.0	FLA	REP	1	5
3595	1.0	MRT	NPA	0	5
3596	1.0	ESC	DEM	1	5
3597	1.0	LEE	NPA	1	5
3598	0.0	POL	NPA	1	5
3599	1.0	CLA	REP	0	6
3600	1.0	LEE	REP	0	5
3601	0.0	BRE	NPA	0	7
3602	0.0	SEM	DEM	1	3
3603	1.0	IND	REP	1	5
3604	0.0	PUT	REP	0	5
3605	1.0	POL	REP	1	5
3606	1.0	DAD	NPA	0	5
3607	1.0	DAD	DEM	0	3
3608	0.0	PAL	NPA	1	5
3609	1.0	SAN	REP	0	5
3610	0.0	DAD	REP	0	4
3611	1.0	VOL	REP	0	5
3612	1.0	ORA	DEM	1	5
3613	1.0	DAD	DEM	1	4
3614	1.0	NAS	REP	0	5
3615	1.0	SEM	REP	0	5
3616	1.0	SAR	NPA	1	5
3617	1.0	LAK	NPA	1	5
3618	1.0	CLA	REP	1	5
3619	0.0	PAL	REP	1	5
3620	1.0	CIT	DEM	1	3
3621	1.0	DUV	DEM	0	3
3622	1.0	DAD	DEM	1	6
3623	1.0	SAR	DEM	1	5
3624	1.0	OKA	DEM	1	2
3625	1.0	VOL	DEM	1	5
3626	1.0	SAR	DEM	0	5
3627	1.0	POL	NPA	1	5
3628	1.0	HIL	NPA	0	5
3629	1.0	PAL	NPA	0	5
3630	1.0	BRO	REP	0	5
3631	0.0	DAD	NPA	1	4
3632	1.0	ALA	DEM	0	4
3633	1.0	JAC	DEM	0	5
3634	1.0	PAS	REF	1	5
3635	1.0	STJ	DEM	1	5
3636	1.0	DAD	NPA	0	4
3637	0.0	HEN	NPA	0	4
3638	1.0	BRO	DEM	1	4
3639	1.0	DUV	REP	1	5
3640	1.0	LAK	REP	1	5
3641	1.0	BRE	DEM	1	3
3642	1.0	DUV	REP	1	5
3643	1.0	STJ	REP	0	5
3644	1.0	CHA	REP	0	5
3645	1.0	BRO	DEM	1	9
3646	0.0	PIN	REP	1	5
3647	1.0	LAK	REP	0	5
3648	1.0	ALA	REP	0	5
3649	1.0	BRE	REP	0	5
3650	1.0	SEM	DEM	0	4
3651	1.0	PAL	REP	0	5
3652	0.0	STJ	NPA	1	5
3653	1.0	VOL	REP	0	5
3654	1.0	LAK	DEM	1	5
3655	1.0	DAD	DEM	1	4
3656	1.0	LEE	NPA	1	5
3657	1.0	DAD	NPA	1	3
3658	1.0	POL	NPA	1	5
3659	1.0	PAL	NPA	1	5
3660	0.0	PAL	DEM	0	5
3661	1.0	BRO	NPA	1	5
3662	1.0	CHA	DEM	0	5
3663	1.0	HIL	DEM	1	4
3664	1.0	HIL	DEM	1	4
3665	1.0	HIL	DEM	0	5
3666	1.0	MAN	NPA	1	5
3667	1.0	PAL	REP	0	5
3668	1.0	ORA	NPA	0	3
3669	1.0	MRN	REP	0	5
3670	1.0	LAK	DEM	1	5
3671	0.0	BRE	NPA	0	5
3672	1.0	LEE	REP	0	5
3673	1.0	HIL	DEM	0	4
3674	1.0	LEO	DEM	0	3
3675	1.0	PAL	DEM	1	3
3676	1.0	HIL	DEM	1	5
3677	1.0	PAL	NPA	1	2
3678	1.0	HIG	DEM	1	5
3679	1.0	LAK	REP	0	5
3680	1.0	BRO	REP	0	5
3681	1.0	MAN	REP	1	5
3682	1.0	HER	NPA	0	5
3683	1.0	SAN	REP	1	5
3684	1.0	POL	NPA	1	5
3685	1.0	DAD	DEM	1	3
3686	1.0	MAN	DEM	1	5
3687	1.0	SUM	REP	0	5
3688	1.0	SEM	REP	1	5
3689	1.0	SAR	NPA	1	5
3690	1.0	PIN	DEM	1	5
3691	0.0	DAD	REP	1	4
3692	1.0	CLA	REP	0	5
3693	1.0	MRN	REP	0	5
3694	1.0	SEM	DEM	1	5
3695	1.0	ESC	REP	1	5
3696	1.0	LEO	DEM	1	3
3697	1.0	CLL	NPA	0	5
3698	1.0	FLA	REP	1	5
3699	1.0	LEE	REP	1	5
3700	1.0	CIT	REP	1	5
3701	1.0	BAK	REP	0	5
3702	1.0	LEE	DEM	1	5
3703	1.0	BRO	INT	1	5
3704	1.0	HIL	REP	0	5
3705	1.0	PAL	NPA	0	5
3706	0.0	MRN	REP	0	4
3707	1.0	HAM	IDP	0	5
3708	1.0	DES	REP	0	5
3709	1.0	PUT	DEM	1	5
3710	1.0	PIN	NPA	1	2
3711	1.0	STL	DEM	0	3
3712	1.0	BAY	REP	0	5
3713	1.0	DAD	NPA	1	3
3714	0.0	ORA	NPA	0	4
3715	1.0	SAR	DEM	0	5
3716	1.0	BRO	DEM	1	3
