	GEN16	district	party	femaleis1	19
84312	1.0	DAD	NPA	0	7
84313	1.0	IND	REP	0	5
84314	0.0	SUM	REP	1	5
84315	1.0	MAN	DEM	1	5
84316	1.0	MRN	REP	0	5
84317	0.0	IND	NPA	0	5
84318	0.0	DAD	DEM	1	4
84319	1.0	CLL	REP	1	5
84320	1.0	SAN	NPA	0	5
84321	1.0	DAD	NPA	1	7
84322	1.0	LEO	DEM	0	5
84323	1.0	BRO	REP	1	4
84324	1.0	SAN	REP	0	5
84325	1.0	PAS	REP	0	5
84326	1.0	ORA	DEM	0	5
84327	1.0	SAR	NPA	0	5
84328	1.0	CLA	DEM	0	5
84329	1.0	SUM	DEM	1	5
84330	1.0	DAD	DEM	0	4
84331	1.0	MRN	REP	1	5
84332	1.0	HIL	DEM	1	5
84333	1.0	SEM	DEM	1	4
84334	1.0	SAN	DEM	1	5
84335	1.0	SEM	REP	1	5
84336	1.0	ALA	DEM	0	5
84337	1.0	DUV	REP	0	5
84338	1.0	BRO	NPA	1	6
84339	1.0	PIN	REP	0	5
84340	0.0	OKA	NPA	1	5
84341	1.0	DAD	DEM	1	4
84342	1.0	MAN	NPA	1	5
84343	1.0	LEE	DEM	0	5
84344	1.0	ALA	REP	1	5
84345	1.0	PIN	REP	1	5
84346	1.0	ORA	DEM	0	4
84347	1.0	LEE	REP	0	5
84348	1.0	PIN	DEM	1	5
84349	0.0	OKE	DEM	0	5
84350	1.0	STJ	DEM	1	5
84351	1.0	SUM	REP	1	5
84352	1.0	HIL	DEM	0	3
84353	1.0	HIL	NPA	1	5
84354	1.0	ALA	NPA	0	5
84355	1.0	POL	DEM	1	5
84356	0.0	ORA	NPA	1	5
84357	1.0	PAS	DEM	1	5
84358	1.0	PAL	REP	0	5
84359	1.0	LEE	REP	0	5
84360	0.0	DAD	NPA	1	9
84361	0.0	POL	DEM	0	3
84362	0.0	POL	DEM	1	3
84363	1.0	PAL	DEM	1	5
84364	1.0	PAL	REP	0	5
84365	1.0	PAL	DEM	1	5
84366	1.0	SEM	REP	0	5
84367	1.0	CHA	REP	1	5
84368	1.0	HIL	DEM	1	5
84369	1.0	STJ	REP	1	5
84370	0.0	DAD	DEM	0	4
84371	1.0	SEM	REP	0	4
84372	1.0	LEE	DEM	0	5
84373	1.0	PIN	NPA	1	5
84374	0.0	BRE	DEM	1	4
84375	0.0	SAN	REP	1	5
84376	1.0	SAR	REP	1	5
84377	1.0	LEO	DEM	1	7
84378	1.0	DUV	REP	1	5
84379	1.0	BRO	NPA	0	5
84380	1.0	NAS	REP	0	6
84381	1.0	HIL	REP	1	5
84382	1.0	HIL	DEM	1	4
84383	1.0	DUV	DEM	1	3
84384	1.0	PAL	NPA	1	5
84385	1.0	DAD	NPA	0	4
84386	1.0	SUM	REP	1	5
84387	1.0	ESC	DEM	1	3
84388	1.0	FLA	REP	1	5
84389	1.0	HIL	DEM	0	3
84390	1.0	PIN	REP	0	5
84391	1.0	VOL	NPA	1	5
84392	1.0	OKA	REP	0	5
84393	1.0	DAD	NPA	0	4
84394	1.0	HIL	NPA	0	5
84395	1.0	DUV	DEM	1	3
84396	1.0	ORA	REP	0	5
84397	1.0	PAL	DEM	1	5
84398	1.0	ORA	DEM	1	3
84399	0.0	STJ	DEM	1	5
84400	1.0	PAL	DEM	0	3
84401	1.0	ORA	DEM	1	5
84402	1.0	DAD	NPA	1	4
84403	1.0	DAD	NPA	1	5
84404	1.0	DAD	NPA	0	4
84405	1.0	PIN	INT	0	5
84406	0.0	PAL	DEM	0	4
84407	0.0	PIN	DEM	1	3
84408	1.0	HIL	DEM	0	4
84409	1.0	DAD	REP	1	4
84410	1.0	SAN	DEM	1	5
84411	1.0	BAY	REP	0	5
84412	1.0	HIL	DEM	1	5
84413	1.0	BRO	DEM	1	3
84414	1.0	ORA	NPA	1	5
84415	1.0	DAD	REP	0	5
84416	1.0	POL	REP	1	5
84417	1.0	OKA	REP	1	5
84418	1.0	PAS	NPA	1	5
84419	1.0	PAS	REP	1	5
84420	1.0	PUT	REP	1	5
84421	1.0	POL	REP	0	5
84422	1.0	PAL	NPA	0	5
84423	0.0	FLA	NPA	0	3
84424	0.0	ORA	INT	1	5
84425	0.0	PAL	DEM	0	5
84426	1.0	PIN	REP	0	5
84427	0.0	ALA	DEM	1	5
84428	1.0	POL	REP	0	5
84429	1.0	PIN	DEM	1	5
84430	1.0	PIN	NPA	1	5
84431	1.0	PIN	REP	1	2
84432	1.0	SEM	REP	1	5
84433	1.0	MAN	DEM	1	3
84434	1.0	ORA	REP	0	7
84435	1.0	HER	REP	1	5
84436	1.0	DAD	DEM	1	4
84437	1.0	BRE	REP	0	5
84438	1.0	CLL	REP	0	5
84439	1.0	PAL	NPA	0	4
84440	1.0	DAD	NPA	0	5
84441	1.0	ORA	DEM	1	5
84442	1.0	CHA	NPA	0	5
84443	1.0	DUV	REP	1	5
84444	1.0	DAD	NPA	0	4
84445	1.0	DAD	NPA	0	4
84446	1.0	BRO	REP	0	4
84447	0.0	STL	NPA	1	5
84448	1.0	POL	NPA	1	5
84449	1.0	VOL	DEM	0	3
84450	1.0	DAD	NPA	1	4
84451	1.0	PIN	REP	0	5
84452	1.0	MRN	REP	0	5
84453	0.0	PAL	NPA	1	5
84454	1.0	SAR	DEM	0	5
84455	1.0	LAK	INT	1	5
84456	0.0	POL	NPA	1	5
84457	1.0	PIN	REP	1	5
84458	1.0	POL	DEM	1	3
84459	1.0	LAK	REP	0	5
84460	1.0	PIN	DEM	0	5
84461	0.0	OKE	NPA	0	4
84462	1.0	BAY	REP	0	5
84463	1.0	PAL	NPA	0	5
84464	1.0	PIN	NPA	1	2
84465	1.0	BRO	DEM	0	5
84466	1.0	VOL	NPA	1	5
84467	1.0	SAR	REP	1	5
84468	1.0	BRO	DEM	1	5
84469	1.0	PAL	DEM	1	5
84470	1.0	DAD	REP	0	4
84471	0.0	ORA	REP	0	5
84472	1.0	PAL	NPA	1	5
84473	1.0	ORA	DEM	1	4
84474	1.0	DAD	NPA	0	9
84475	1.0	PAL	REP	0	2
84476	1.0	LEO	DEM	0	3
84477	1.0	LEE	REP	0	5
84478	1.0	HIL	DEM	0	5
84479	1.0	DUV	NPA	1	3
84480	1.0	LAK	INT	1	5
84481	0.0	DAD	REP	0	5
84482	1.0	DUV	INT	0	3
84483	1.0	NAS	DEM	0	5
84484	1.0	MON	REP	1	5
84485	0.0	ORA	DEM	0	3
84486	0.0	DUV	NPA	1	5
84487	1.0	PAL	DEM	1	5
84488	1.0	LEE	DEM	1	5
84489	0.0	HIL	NPA	0	4
84490	0.0	STJ	AIP	0	5
84491	1.0	MAN	REP	1	5
84492	1.0	BRO	DEM	0	4
84493	1.0	PAL	DEM	0	9
84494	1.0	DUV	DEM	0	5
84495	1.0	PAL	DEM	0	3
84496	1.0	STL	REP	1	5
84497	1.0	DAD	DEM	0	3
84498	1.0	BRE	REP	1	5
84499	1.0	ORA	NPA	0	3
84500	1.0	BAK	DEM	0	5
84501	1.0	LAK	REP	0	5
84502	1.0	LAK	REP	0	5
84503	1.0	DUV	REP	0	5
84504	0.0	PAL	NPA	0	2
84505	1.0	BRE	REP	1	5
84506	0.0	HER	NPA	0	5
84507	1.0	VOL	REP	1	5
84508	1.0	MAN	GRE	0	5
84509	1.0	LEE	REP	0	5
84510	1.0	DUV	REP	0	5
84511	1.0	PIN	NPA	1	5
84512	1.0	CHA	NPA	0	7
84513	1.0	LEV	REP	1	5
84514	1.0	DAD	DEM	1	4
84515	1.0	MAN	DEM	1	5
84516	0.0	BRO	NPA	0	7
84517	1.0	VOL	NPA	1	5
84518	1.0	LIB	DEM	1	5
84519	0.0	POL	NPA	0	9
84520	1.0	PAL	REP	1	5
84521	1.0	VOL	REP	0	5
84522	1.0	PAL	NPA	1	5
84523	1.0	GUL	NPA	1	5
84524	1.0	ORA	REP	0	5
84525	1.0	PAS	REP	1	5
84526	1.0	POL	REP	1	5
84527	1.0	CLL	DEM	1	4
84528	1.0	PAL	DEM	1	3
84529	1.0	OSC	DEM	0	4
84530	1.0	BRO	DEM	1	4
84531	1.0	ORA	DEM	1	5
84532	1.0	DUV	REP	0	5
84533	1.0	HER	NPA	0	5
84534	1.0	HIL	REP	0	5
84535	1.0	DAD	DEM	1	3
84536	0.0	DAD	REP	1	3
84537	1.0	DAD	NPA	1	4
84538	1.0	ALA	DEM	1	5
84539	1.0	ESC	REP	1	5
84540	1.0	POL	REP	1	5
84541	0.0	SAR	NPA	1	5
84542	1.0	VOL	DEM	0	5
84543	1.0	HIL	NPA	0	4
84544	0.0	MRN	NPA	1	4
84545	1.0	DAD	REP	1	5
84546	1.0	PIN	NPA	1	5
84547	0.0	BRO	DEM	0	9
84548	1.0	DAD	NPA	0	5
84549	1.0	OKA	REP	0	5
84550	1.0	DAD	DEM	1	4
84551	1.0	PAL	DEM	0	9
84552	1.0	MRT	REP	1	5
84553	1.0	HIL	NPA	0	5
84554	1.0	VOL	NPA	1	5
84555	1.0	STJ	REP	0	5
84556	0.0	ORA	DEM	1	3
84557	1.0	DAD	REP	0	5
84558	0.0	BAY	REP	0	5
84559	1.0	POL	NPA	1	4
84560	1.0	DUV	REP	0	5
84561	0.0	DAD	DEM	1	4
84562	1.0	CIT	REP	0	5
84563	1.0	SEM	NPA	1	5
84564	1.0	DAD	NPA	0	4
84565	0.0	LAK	REP	0	5
84566	1.0	PAS	DEM	0	5
84567	0.0	PIN	DEM	1	3
84568	1.0	POL	GRE	0	5
84569	1.0	CHA	REP	1	5
84570	1.0	LAK	REP	0	5
84571	1.0	CLA	REP	1	5
84572	1.0	MRN	REP	0	5
84573	1.0	LEE	REP	1	5
84574	1.0	BRE	DEM	0	5
84575	1.0	SAN	REP	1	5
84576	1.0	ALA	DEM	0	5
84577	1.0	SEM	DEM	1	5
84578	1.0	LAK	DEM	0	5
84579	0.0	ORA	REP	1	3
84580	1.0	SAN	REP	0	5
84581	1.0	BRO	DEM	1	3
84582	1.0	PAL	REP	0	5
84583	1.0	DUV	DEM	0	5
84584	1.0	OSC	NPA	1	4
84585	1.0	PIN	DEM	0	5
84586	1.0	DAD	NPA	1	9
84587	1.0	DAD	REP	1	5
84588	1.0	PAL	DEM	1	9
84589	1.0	CLA	INT	0	5
84590	1.0	DAD	REP	0	4
84591	0.0	DAD	REP	1	5
84592	1.0	HIL	DEM	0	9
84593	1.0	LEE	REP	1	5
84594	1.0	BRO	REP	0	5
84595	0.0	FLA	DEM	1	9
84596	0.0	OSC	NPA	1	4
84597	1.0	HER	NPA	1	5
84598	1.0	MRT	REP	1	5
84599	1.0	PAS	DEM	0	5
84600	1.0	BAK	REP	0	5
84601	1.0	PIN	DEM	0	5
84602	1.0	BRO	NPA	1	5
84603	1.0	MRN	DEM	0	3
84604	1.0	PIN	REP	0	2
84605	0.0	LEE	NPA	0	5
84606	1.0	BRO	REP	0	5
84607	0.0	DUV	REP	0	5
84608	1.0	LEE	REP	0	5
84609	0.0	POL	DEM	1	5
84610	1.0	STL	REP	1	5
84611	0.0	POL	DEM	1	5
84612	1.0	BRO	NPA	1	4
84613	1.0	ORA	DEM	1	3
84614	1.0	DAD	NPA	0	5
84615	0.0	MON	NPA	0	5
84616	1.0	BRO	DEM	1	3
84617	1.0	BRO	NPA	0	5
84618	1.0	ESC	REP	1	5
84619	0.0	WAS	NPA	1	3
84620	0.0	CLL	DEM	1	5
84621	1.0	ESC	DEM	0	5
84622	1.0	OSC	REP	1	5
84623	0.0	HIL	REP	0	2
84624	1.0	LAK	REP	0	5
84625	0.0	DAD	NPA	1	4
84626	1.0	HER	NPA	1	5
84627	1.0	SUM	REP	1	5
84628	1.0	BRO	NPA	0	4
84629	1.0	BRO	DEM	1	3
84630	1.0	PAS	NPA	1	5
84631	1.0	DAD	DEM	0	3
84632	1.0	SEM	REP	0	5
84633	1.0	SAN	REP	1	5
84634	1.0	DUV	REP	0	5
84635	0.0	DAD	DEM	0	4
84636	1.0	ORA	DEM	1	5
84637	1.0	LEO	DEM	1	5
84638	1.0	PIN	NPA	1	2
84639	1.0	ALA	DEM	0	5
84640	1.0	LAK	INT	1	5
84641	1.0	CLL	DEM	0	5
84642	1.0	MAN	REP	0	5
84643	1.0	POL	REP	1	5
84644	1.0	MAN	NPA	0	5
84645	1.0	CAL	DEM	1	5
84646	0.0	HER	REP	1	5
84647	1.0	BRO	REP	0	4
84648	1.0	PIN	NPA	0	5
84649	1.0	HER	REP	1	5
84650	1.0	ALA	DEM	1	3
84651	1.0	WAK	DEM	1	5
84652	1.0	VOL	DEM	0	5
84653	1.0	SEM	REP	0	5
84654	1.0	STJ	REP	0	5
84655	1.0	DUV	NPA	1	5
84656	1.0	HIL	NPA	1	5
84657	1.0	VOL	DEM	0	3
84658	1.0	BRO	NPA	0	5
84659	1.0	DUV	DEM	1	3
84660	0.0	PAL	NPA	1	4
84661	1.0	BRO	DEM	0	9
84662	1.0	MAN	REP	0	5
84663	1.0	BRE	NPA	0	5
84664	1.0	PAL	DEM	0	5
84665	1.0	POL	REP	0	5
84666	1.0	PIN	DEM	0	5
84667	0.0	ALA	DEM	1	4
84668	0.0	BRO	DEM	1	4
84669	1.0	BRO	DEM	1	5
84670	1.0	OSC	DEM	0	4
84671	1.0	HIL	NPA	1	7
84672	1.0	DAD	REP	1	4
84673	1.0	VOL	NPA	1	5
84674	1.0	LAK	REP	1	5
84675	0.0	BRO	NPA	0	5
84676	0.0	LEE	REP	1	5
84677	1.0	CLA	REP	0	5
84678	1.0	STL	REP	0	5
84679	1.0	ORA	REP	0	5
84680	1.0	PIN	REP	0	5
84681	1.0	DUV	DEM	0	6
84682	1.0	PIN	REP	0	5
84683	0.0	PAL	DEM	0	5
84684	1.0	LEE	DEM	1	4
84685	0.0	DAD	NPA	1	4
84686	0.0	OSC	NPA	0	4
84687	1.0	DAD	REP	1	4
84688	1.0	DAD	REP	0	5
84689	1.0	BRO	DEM	0	5
84690	1.0	LEE	REP	0	5
84691	1.0	CLA	REP	1	5
84692	1.0	LEE	DEM	0	5
84693	1.0	IND	REP	1	5
84694	1.0	VOL	REP	0	5
84695	1.0	HER	INT	1	3
84696	1.0	SEM	DEM	0	5
84697	1.0	DAD	NPA	0	4
84698	1.0	OSC	DEM	1	4
84699	1.0	BRO	DEM	1	5
84700	1.0	DUV	NPA	0	6
84701	1.0	CIT	REP	1	5
84702	1.0	BRO	NPA	0	4
84703	1.0	PAL	DEM	1	5
84704	1.0	SUM	NPA	1	5
84705	1.0	LEE	NPA	1	5
84706	1.0	PAL	REP	1	5
84707	1.0	BRO	DEM	1	5
84708	1.0	LEE	REP	0	5
84709	1.0	POL	DEM	0	5
84710	1.0	HIL	DEM	0	5
84711	1.0	BRO	NPA	1	9
84712	1.0	DAD	REP	0	4
84713	1.0	PIN	REP	1	5
84714	1.0	LAK	REP	1	5
84715	1.0	STJ	REP	0	5
84716	1.0	VOL	REP	0	5
84717	0.0	MRN	DEM	0	4
84718	1.0	DUV	REP	1	5
84719	0.0	DAD	DEM	0	4
84720	0.0	PAL	IDP	1	5
84721	0.0	HIL	DEM	0	5
84722	0.0	MAN	DEM	1	5
84723	1.0	WAL	DEM	1	4
84724	1.0	BRO	NPA	0	5
84725	0.0	DAD	NPA	0	3
84726	1.0	SAR	NPA	1	5
84727	1.0	HIL	NPA	0	5
84728	1.0	WAK	REP	0	5
84729	0.0	ORA	NPA	0	5
84730	1.0	SEM	DEM	1	5
84731	1.0	TAY	DEM	1	5
84732	1.0	BRO	NPA	0	4
84733	1.0	DAD	DEM	1	5
84734	1.0	SEM	DEM	0	5
84735	1.0	BRO	DEM	0	5
84736	0.0	PAL	DEM	0	3
84737	1.0	CLL	NPA	1	5
84738	1.0	BRO	DEM	0	5
84739	0.0	MRN	DEM	1	3
84740	0.0	MAN	REP	1	5
84741	1.0	OSC	DEM	1	3
84742	1.0	BRO	DEM	1	3
84743	1.0	OKA	DEM	1	5
84744	1.0	LEE	REP	0	5
84745	1.0	PAL	DEM	1	5
84746	0.0	LEE	NPA	0	5
84747	1.0	HIL	DEM	1	5
84748	1.0	OSC	NPA	0	4
84749	1.0	PIN	DEM	0	5
84750	1.0	CLL	REP	0	5
84751	1.0	HIL	NPA	0	4
84752	1.0	HIG	DEM	1	5
84753	1.0	PAL	INT	0	5
84754	1.0	DAD	DEM	0	4
84755	1.0	PAS	REP	1	5
84756	1.0	HIG	REP	1	5
84757	1.0	DAD	NPA	1	4
84758	1.0	DUV	DEM	1	5
84759	1.0	HIL	REP	0	5
84760	1.0	PAL	DEM	1	5
84761	1.0	STL	NPA	1	5
84762	1.0	PIN	DEM	0	5
84763	0.0	LEE	REP	0	5
84764	1.0	STJ	REP	0	5
84765	0.0	PAL	NPA	0	5
84766	1.0	PAL	DEM	0	3
84767	1.0	PIN	REP	0	5
84768	1.0	OSC	REP	1	4
84769	1.0	PIN	REP	1	5
84770	1.0	MRN	REP	1	5
84771	1.0	LEO	DEM	0	3
84772	1.0	ORA	NPA	0	2
84773	0.0	DAD	NPA	0	4
84774	0.0	ORA	REP	0	5
84775	1.0	MRT	INT	0	5
84776	0.0	PAL	DEM	0	4
84777	0.0	LEE	NPA	1	5
84778	1.0	ORA	DEM	0	5
84779	1.0	PAS	INT	0	5
84780	1.0	LEE	NPA	1	5
84781	1.0	BRO	REP	1	5
84782	1.0	ORA	DEM	0	5
84783	1.0	HIL	DEM	0	5
84784	1.0	IND	REP	1	5
84785	1.0	POL	DEM	1	5
84786	1.0	DUV	REP	1	5
84787	0.0	HIL	REP	1	6
84788	1.0	CLL	DEM	1	5
84789	1.0	BRO	DEM	0	5
84790	0.0	STJ	REP	1	5
84791	1.0	IND	REP	0	5
84792	1.0	PUT	DEM	0	5
84793	1.0	HIL	NPA	1	5
84794	1.0	DUV	NPA	1	5
84795	1.0	HIL	DEM	1	5
84796	1.0	DUV	NPA	0	5
84797	1.0	HIL	REP	1	5
84798	1.0	DAD	REP	1	5
84799	0.0	LEE	REP	0	4
84800	1.0	SEM	NPA	0	3
84801	1.0	DUV	DEM	1	2
84802	1.0	HIL	REP	1	5
84803	1.0	BRO	REP	0	5
84804	1.0	DAD	DEM	0	4
84805	1.0	HIL	DEM	0	5
84806	1.0	OKA	DEM	1	5
84807	1.0	PAL	DEM	1	5
84808	1.0	SEM	REP	1	5
84809	0.0	PAS	DEM	1	4
84810	0.0	PIN	DEM	0	5
84811	1.0	BRO	NPA	1	4
84812	1.0	LEE	REP	1	5
84813	1.0	ORA	DEM	1	4
84814	1.0	DUV	REP	0	5
84815	1.0	OKE	REP	0	4
84816	1.0	PIN	DEM	1	2
84817	1.0	BRO	DEM	0	3
84818	1.0	STJ	DEM	0	6
84819	1.0	DAD	REP	0	9
84820	1.0	MAN	DEM	0	5
84821	1.0	HIL	DEM	0	5
84822	1.0	LAK	REP	0	5
84823	1.0	DAD	NPA	1	4
84824	1.0	STL	DEM	1	5
84825	1.0	ORA	DEM	1	9
84826	1.0	DAD	DEM	0	4
84827	1.0	PAL	DEM	0	4
84828	0.0	LEE	NPA	1	2
84829	1.0	VOL	NPA	0	5
84830	1.0	VOL	DEM	1	5
84831	1.0	DAD	NPA	0	4
84832	1.0	BRO	REP	1	4
84833	1.0	SUM	REP	0	5
84834	0.0	POL	NPA	0	4
84835	1.0	BRO	DEM	0	9
84836	1.0	OKA	REP	0	5
84837	0.0	ORA	REP	1	5
84838	1.0	PIN	DEM	0	2
84839	1.0	POL	DEM	1	3
84840	1.0	PIN	DEM	1	5
84841	1.0	BRO	REP	1	5
84842	1.0	ORA	DEM	1	4
84843	1.0	BAY	REP	1	5
84844	1.0	MRN	NPA	1	5
84845	1.0	DAD	NPA	0	4
84846	0.0	CLA	REP	1	5
84847	1.0	PAL	DEM	0	3
84848	1.0	DUV	DEM	1	3
84849	1.0	PAS	REP	1	5
84850	1.0	SAR	INT	0	5
84851	1.0	DAD	DEM	1	3
84852	1.0	DUV	DEM	0	5
84853	0.0	PAL	NPA	0	4
84854	1.0	POL	REP	1	5
84855	1.0	PAS	INT	1	5
84856	0.0	SAR	NPA	0	9
84857	1.0	CLL	REP	1	5
84858	1.0	ORA	NPA	1	3
84859	0.0	VOL	NPA	0	5
84860	0.0	MRT	DEM	1	5
84861	1.0	LEE	DEM	0	5
84862	0.0	HER	NPA	1	5
84863	1.0	DAD	DEM	0	4
84864	1.0	IND	REP	1	5
84865	1.0	VOL	NPA	0	5
84866	1.0	PAS	REP	0	5
84867	1.0	PAL	DEM	1	5
84868	1.0	VOL	REP	0	5
84869	1.0	VOL	NPA	1	5
84870	0.0	BRO	NPA	1	3
84871	1.0	DAD	DEM	1	4
84872	1.0	PAL	NPA	0	5
84873	1.0	LAK	REP	1	5
84874	1.0	BRE	NPA	1	5
84875	1.0	CHA	REP	1	5
84876	0.0	DAD	DEM	0	3
84877	1.0	SEM	NPA	0	2
84878	1.0	HER	NPA	0	5
84879	1.0	BRO	NPA	1	5
84880	1.0	LEE	DEM	1	5
84881	1.0	HIL	NPA	1	5
84882	1.0	PUT	DEM	1	5
84883	1.0	HIG	REP	1	5
84884	1.0	BRE	REP	1	5
84885	1.0	CLL	DEM	1	5
84886	1.0	CIT	DEM	0	5
84887	0.0	DAD	NPA	1	4
84888	1.0	LEE	REP	0	4
84889	1.0	DAD	NPA	0	6
84890	1.0	MAD	DEM	0	5
84891	0.0	BRO	NPA	1	3
84892	1.0	HIG	NPA	1	5
84893	1.0	SUM	REP	0	5
84894	1.0	CLA	DEM	0	5
84895	1.0	OKA	REP	1	5
84896	0.0	HIL	DEM	1	3
84897	1.0	DUV	REP	0	5
84898	1.0	DAD	DEM	1	4
84899	1.0	DAD	DEM	1	3
84900	1.0	BRO	DEM	1	3
84901	1.0	DUV	REP	0	5
84902	1.0	ORA	DEM	1	4
84903	1.0	PIN	DEM	0	5
84904	1.0	DUV	NPA	1	5
84905	1.0	CLL	REP	1	4
84906	1.0	BRO	REP	1	5
84907	1.0	DAD	NPA	1	4
84908	1.0	LAK	DEM	1	3
84909	1.0	ALA	DEM	1	5
84910	0.0	DAD	DEM	0	3
84911	1.0	ORA	NPA	1	2
84912	1.0	SEM	REP	0	5
84913	1.0	DAD	DEM	1	3
84914	1.0	ORA	DEM	1	5
84915	1.0	PAL	DEM	1	3
84916	1.0	ORA	DEM	0	5
84917	1.0	PIN	REP	1	5
84918	1.0	DAD	REP	0	5
84919	1.0	DUV	REP	0	5
84920	1.0	SEM	DEM	0	4
84921	0.0	CIT	NPA	0	5
84922	1.0	ORA	DEM	0	5
84923	1.0	ESC	NPA	1	5
84924	1.0	NAS	NPA	1	5
84925	0.0	BRO	DEM	0	5
84926	1.0	LEE	REP	1	5
84927	1.0	LEE	DEM	1	5
84928	1.0	HIL	DEM	0	5
84929	1.0	LEE	REP	1	5
84930	1.0	DAD	NPA	0	4
84931	1.0	VOL	DEM	0	5
84932	0.0	PIN	REP	0	5
84933	1.0	HIG	DEM	1	5
84934	1.0	DUV	DEM	1	3
84935	1.0	PUT	DEM	1	3
84936	1.0	PIN	DEM	0	5
84937	1.0	CIT	DEM	1	5
84938	0.0	PAL	INT	0	5
84939	1.0	LEE	REP	0	5
84940	0.0	BRO	DEM	0	5
84941	1.0	HIL	REP	0	5
84942	1.0	BRE	NPA	1	5
84943	0.0	CLL	REP	0	9
84944	1.0	HER	REP	1	5
84945	0.0	ORA	DEM	1	4
84946	0.0	ALA	DEM	0	5
84947	1.0	PIN	REP	1	5
84948	1.0	SAR	INT	1	5
84949	0.0	DUV	DEM	1	5
84950	1.0	DUV	REP	1	5
84951	1.0	MRN	DEM	0	5
84952	1.0	PUT	REP	1	5
84953	0.0	POL	NPA	1	5
84954	1.0	BRO	REP	1	5
84955	1.0	ORA	DEM	0	4
84956	1.0	ALA	DEM	0	5
84957	1.0	PAL	DEM	1	5
84958	1.0	PAL	NPA	0	5
84959	1.0	LEE	REP	0	5
84960	0.0	DAD	NPA	1	4
84961	1.0	ORA	NPA	1	4
84962	0.0	PAL	DEM	1	5
84963	0.0	HIL	NPA	0	5
84964	1.0	LEE	REP	0	5
84965	1.0	HIL	DEM	0	5
84966	0.0	BRO	NPA	1	5
84967	1.0	DAD	DEM	0	3
84968	1.0	PAL	REP	1	5
84969	1.0	MRT	NPA	0	5
84970	0.0	ORA	NPA	1	5
84971	1.0	OSC	DEM	0	4
84972	1.0	LEE	NPA	0	3
84973	1.0	ESC	REP	1	5
84974	1.0	OKA	DEM	1	5
84975	1.0	SUM	DEM	1	3
84976	1.0	OSC	NPA	1	4
84977	1.0	DAD	REP	0	3
84978	1.0	ORA	REP	0	5
84979	1.0	DUV	DEM	1	5
84980	1.0	DAD	REP	0	5
84981	1.0	ESC	REP	0	9
84982	1.0	PAL	INT	1	2
84983	1.0	PUT	REP	0	5
84984	1.0	LAK	DEM	1	6
84985	1.0	CLL	IDP	1	5
84986	1.0	PIN	DEM	1	5
84987	1.0	MRT	INT	1	5
84988	1.0	LAK	REP	0	4
84989	1.0	HIL	REP	1	5
84990	0.0	PAS	REP	0	5
84991	1.0	DAD	DEM	0	6
84992	1.0	MAN	DEM	1	5
84993	1.0	PAS	NPA	1	5
84994	0.0	PAL	DEM	1	5
84995	1.0	ORA	REP	1	4
84996	1.0	BAY	REP	0	5
84997	1.0	DAD	REP	0	5
84998	1.0	LEE	REP	1	5
84999	1.0	BRE	NPA	0	5
85000	1.0	SAR	REP	1	5
85001	1.0	CLA	NPA	0	5
85002	1.0	DUV	REP	1	5
85003	1.0	DAD	DEM	1	4
85004	1.0	PIN	REP	1	5
85005	1.0	DAD	DEM	1	3
85006	1.0	SAN	REP	1	5
85007	1.0	VOL	NPA	1	5
85008	1.0	WAS	REP	0	5
85009	1.0	BRO	REP	1	5
85010	0.0	CLM	REP	0	5
85011	1.0	PAL	DEM	0	3
85012	1.0	MON	REP	0	5
85013	1.0	HIL	DEM	0	5
85014	1.0	BAY	REP	1	5
85015	1.0	VOL	DEM	1	3
85016	1.0	ORA	DEM	1	4
85017	1.0	ALA	REP	1	5
85018	1.0	DAD	REP	1	4
85019	1.0	CIT	NPA	1	5
85020	1.0	PIN	REP	1	5
85021	1.0	STJ	REP	1	5
85022	1.0	CLL	REP	1	5
85023	1.0	BRO	REP	0	5
85024	1.0	SUM	REP	0	5
85025	1.0	POL	NPA	0	4
85026	1.0	BRO	REP	0	5
85027	1.0	PUT	DEM	0	5
85028	1.0	SEM	NPA	1	4
85029	1.0	PAL	DEM	0	5
85030	1.0	LEE	NPA	1	4
85031	1.0	CLA	REP	1	5
85032	1.0	DAD	DEM	0	4
85033	1.0	ORA	DEM	0	4
85034	1.0	ORA	REP	1	5
85035	1.0	PAS	NPA	1	5
85036	0.0	HIL	NPA	0	4
85037	1.0	ORA	DEM	1	5
85038	0.0	HIL	NPA	0	5
85039	0.0	PAL	INT	0	5
85040	1.0	ORA	DEM	1	7
85041	1.0	MRN	REP	1	5
85042	1.0	HIL	REP	1	5
85043	1.0	GAD	DEM	1	3
85044	1.0	DUV	REP	1	5
85045	0.0	DAD	DEM	0	3
85046	1.0	SEM	DEM	0	3
85047	1.0	DUV	DEM	1	5
85048	1.0	CHA	INT	0	5
85049	0.0	LEE	NPA	0	5
85050	1.0	PIN	REP	1	5
85051	1.0	LAK	REP	0	5
85052	0.0	ORA	NPA	1	2
85053	1.0	MRT	REP	1	5
85054	1.0	LEV	DEM	1	5
85055	0.0	PAS	NPA	0	5
85056	1.0	PAS	REP	1	5
85057	1.0	MRN	REP	1	5
85058	1.0	PAS	REP	0	5
85059	1.0	LAK	DEM	1	4
85060	1.0	OSC	REP	1	5
85061	1.0	BRO	REP	0	5
85062	1.0	LEE	DEM	1	5
85063	1.0	HIL	NPA	1	4
85064	1.0	LEE	REP	0	5
